gene_id	fpkm	RT
ENSG00000167772.12	2.76	NRT
ENSG00000258643.6	7.037000000000001	NRT
ENSG00000169057.24	11.667	NRT
ENSG00000183291.17	1.0759999999999998	NRT
ENSG00000091483.7	7.684	NRT
ENSG00000205476.9	2.016	NRT
ENSG00000130528.12	27.829	NRT
ENSG00000077232.19	1.085	NRT
ENSG00000272734.1	3.407	NRT
ENSG00000257839.1	1.524	NRT
ENSG00000166507.19	2.521	NRT
ENSG00000135624.16	15.84	NRT
ENSG00000280233.1	1.534	NRT
ENSG00000136270.14	20.214	RT
ENSG00000131263.13	1.744	NRT
ENSG00000169221.14	19.292	NRT
ENSG00000285085.1	1.112	NRT
ENSG00000287222.1	2.319	NRT
ENSG00000220925.2	3.178	NRT
ENSG00000122565.19	7.874	NRT
ENSG00000102098.19	1.048	NRT
ENSG00000143179.16	1.139	NRT
ENSG00000123975.5	2.267	NRT
ENSG00000197063.11	29.895	NRT
ENSG00000234851.4	13.453	NRT
ENSG00000137413.16	1.849	NRT
ENSG00000104613.12	2.329	NRT
ENSG00000198832.10	6.025	NRT
ENSG00000112782.19	3.4160000000000004	NRT
ENSG00000093183.14	3.268	NRT
ENSG00000175166.17	118.124	NRT
ENSG00000116731.22	1.978	NRT
ENSG00000174109.5	23.953000000000003	NRT
ENSG00000108389.9	1.495	NRT
ENSG00000265681.7	135.687	NRT
ENSG00000187742.15	8.415	NRT
ENSG00000218510.8	9.128	NRT
ENSG00000198841.4	4.981	NRT
ENSG00000279119.1	18.191	NRT
ENSG00000075624.17	100.582	RT
ENSG00000170469.11	1.375	NRT
ENSG00000180901.11	7.033	NRT
ENSG00000170807.12	43.346	RT
ENSG00000237550.5	37.796	NRT
ENSG00000220842.6	1.465	NRT
ENSG00000103942.13	3.074	NRT
ENSG00000170270.5	5.292999999999999	NRT
ENSG00000101181.18	5.776	NRT
ENSG00000107897.20	1.901	NRT
ENSG00000167460.17	4.86	NRT
ENSG00000102401.20	12.775	NRT
ENSG00000107036.12	2.766	NRT
ENSG00000261069.3	3.216	NRT
ENSG00000258317.1	3.105	NRT
ENSG00000185658.14	2.197	NRT
ENSG00000145604.17	1.233	NRT
ENSG00000176619.13	12.249	NRT
ENSG00000116016.14	11.902	NRT
ENSG00000129351.17	33.018	NRT
ENSG00000113580.15	5.769	NRT
ENSG00000273555.1	5.446000000000001	NRT
ENSG00000200201.1	2.064	NRT
ENSG00000144230.16	1.629	NRT
ENSG00000135837.16	2.373	NRT
ENSG00000177485.7	3.931	NRT
ENSG00000174306.21	3.164	NRT
ENSG00000177721.5	1.622	NRT
ENSG00000157911.11	5.986000000000001	NRT
ENSG00000165197.5	1.889	NRT
ENSG00000173727.12	13.177	NRT
ENSG00000120549.18	15.896	NRT
ENSG00000060237.19	40.519	NRT
ENSG00000260349.1	8.964	NRT
ENSG00000284498.1	8.613999999999999	NRT
ENSG00000183336.8	4.993	NRT
ENSG00000176209.12	2.029	NRT
ENSG00000133114.18	1.069	NRT
ENSG00000108424.11	27.436	NRT
ENSG00000266559.1	1.392	NRT
ENSG00000136950.13	9.839	NRT
ENSG00000261269.1	1.257	NRT
